12017,228,
12017,1190,
12017,1285,
12017,1385,
12017,1399,
12017,1679,
12017,1749,
12017,1850,
12017,1874,
12017,1921,
12017,1923,
12017,2284,
12017,2352,
12017,2384,
12017,2979,
12017,3006,
12017,3123,
12017,3134,
12017,3434,
12017,3770,
12017,3792,
12017,3794,
12017,3796,
12017,3805,
12017,3823,
12017,3828,
12017,3831,
12017,3832,
12017,3839,
12017,3854,
12017,3858,
12017,3872,
12017,3873,
12017,3877,
12017,3888,
12017,3915,
12017,3935,
12017,3937,
12017,3941,
12017,3942,
12017,4046,
12017,4602,
12017,4812,
12017,4859,
12017,4889,
12017,4892,
12017,4930,
12017,5006,
12017,5076,
12017,5123,
12017,5183,
12017,5193,
12017,5338,
12017,5488,
12017,5549,
12017,5852,
12017,6205,
12017,6207,
12017,6279,
12017,6705,
12017,6738,
12017,6808,
12017,6820,
12017,6924,
12017,7058,
12017,7260,
12017,7367,
12017,7408,
12017,7413,
12017,7501,
12017,7552,
12017,7599,
12017,7638,
12017,7657,
12017,7670,
12017,7752,
12017,7854,
12017,7964,
12017,7966,
12017,7968,
12017,7969,
12017,7979,
12017,7980,
12017,8018,
12017,8130,
12017,8131,
12017,8351,
12017,8378,
12017,8384,
12017,8425,
12017,8492,
12017,8627,
12017,8884,
12017,9074,
12017,9291,
12017,9340,
12017,9407,
12017,9526,
12017,9529,
12017,9559,
12017,9784,
12017,9814,
12017,9869,
12017,9872,
12017,10352,
12017,10396,
12017,10572,
12017,10720,
12017,10841,
12017,10914,
12017,11000,
12017,11132,
12017,11281,
12017,11398,
12017,11446,
12017,11636,
12017,11751,
12017,11765,
12017,11782,
12017,11862,
12017,11957,
12017,12007,
12017,12019,
12017,12026,
12017,12085,
12017,12186,
12017,12320,
12017,12493,
12017,12710,
12017,12781,
12017,12854,
12017,12885,
12017,13062,
12017,13126,
12017,13196,
12017,13222,
12017,13507,
12017,13573,
12017,13695,
12017,13730,
12017,13814,
12017,13817,
12017,13914,
12017,14005,
12017,14015,
12017,14882,
12017,14997,
12017,15159,
12017,15334,
12017,15401,
12017,15503,
12017,16132,
12017,16337,
12017,16499,
12017,16849,
12017,17016,
12017,17079,
12017,17493,
12017,17501,
12017,17511,
12017,17699,
12017,17744,
12017,17984,
12017,17986,
12017,17989,
12017,18271,
12017,18281,
12017,18572,
12017,19354,
12017,19887,
12017,20051,
12017,20140,
12017,20237,
12017,20748,
12017,20877,
12017,20983,
12017,20991,
12017,21086,
12017,21507,
12017,21617,
12017,21846,
12017,21977,
12017,22634,
12017,22845,
12017,22864,
12017,22903,
12017,23012,
12017,23099,
12017,23171,
12017,23434,
12017,23566,
12017,23680,
12017,23795,
12017,23823,
12017,24086,
12017,24148,
12017,24186,
12017,24197,
12017,24367,
12017,24393,
12017,24400,
12017,24434,
12017,24463,
12017,24487,
12017,24807,
12017,24945,
12017,25435,
12017,25486,
12017,25633,
12017,25685,
12017,25784,
12017,26062,
12017,26114,
12017,26311,
12017,26379,
12017,26384,
12017,26511,
12017,26576,
12017,26668,
12017,26669,
12017,26940,
12017,26975,
12017,27004,
12017,27032,
12017,27061,
12017,27190,
12017,27210,
12017,27602,
12017,27632,
12017,27649,
12017,27977,
12017,28102,
12017,28599,
12017,28604,
12017,28719,
12017,28847,
12017,28875,
12017,28890,
12017,29031,
12017,29141,
12017,29277,
12017,29612,
12017,29754,
12017,30028,
12017,30080,
12017,30095,
12017,30705,
12017,30788,
12017,30803,
12017,30933,
12017,30974,
12017,31278,
12017,31328,
12017,31592,
12017,31642,
12017,31704,
12017,31882,
12017,32354,
12017,32369,
12017,32516,
12017,32685,
12017,32854,
228,9727,
12017,32918,
12017,33171,
12017,33236,
12017,33314,
12017,33631,
12017,33690,
12017,33691,
12017,34082,
12017,34123,
12017,34230,
12017,34281,
12017,34311,
12017,34331,
12017,34399,
12017,34518,
12017,34614,
12017,34759,
12017,34789,
12017,34807,
12017,34996,
12017,35019,
12017,35020,
12017,35081,
12017,35086,
12017,35088,
12017,35204,
12017,35252,
12017,36178,
12017,36377,
12017,36400,
12017,36416,
12017,36552,
12017,36568,
12017,36607,
12017,36759,
12017,36802,
12017,37045,
1190,1189,
1190,1896,
1190,2176,
1190,2416,
1190,2999,
1190,3077,
1190,4206,
1190,4302,
1190,4464,
1190,6384,
1190,6386,
1190,6433,
1190,6647,
1190,6790,
1190,8674,
1190,8764,
1190,9142,
1190,9272,
1190,9375,
1190,9612,
1190,9817,
1190,10366,
1190,11171,
1190,11172,
1190,12096,
1190,14041,
1190,15655,
1190,16034,
1190,17551,
1190,18785,
1190,22947,
1190,24336,
1190,24753,
1190,26323,
1190,27805,
1190,29854,
1190,29976,
1190,32344,
1190,33097,
1190,33235,
1190,33991,
1190,34557,
1190,34576,
1190,34986,
1190,37445,
1190,38921,
1190,39282,
1190,39998,
1190,40678,
1190,41599,
1190,43153,
1190,43326,
1190,43868,
1190,45030,
1190,46191,
1190,46909,
1190,47482,
1190,47879,
1190,50333,
1190,50635,
1190,52619,
1190,53260,
1190,53326,
1190,54555,
1190,56694,
1190,56980,
1190,57027,
1190,58213,
1190,60273,
1190,60833,
1190,60834,
1190,61076,
1190,61618,
1190,61707,
1190,61808,
1190,61875,
1190,63254,
1190,63251,
1190,63252,
1190,64580,
1190,66316,
12017,37115,
12017,37719,
12017,37848,
12017,37863,
12017,37911,
12017,37916,
12017,38204,
12017,38422,
12017,38499,
12017,38794,
12017,38803,
12017,38805,
12017,38846,
12017,38851,
12017,38859,
12017,38860,
12017,38861,
12017,38866,
12017,38869,
12017,38873,
12017,38874,
12017,38957,
12017,38971,
12017,39038,
12017,39113,
12017,39151,
12017,39147,
12017,39384,
12017,39658,
12017,39748,
1874,14571,
1874,15456,
1874,19933,
1874,23228,
1874,29121,
1874,39774,
1874,43617,
1874,43645,
1874,50571,
1874,55932,
1874,57106,
1874,57428,
1874,62091,
1874,62436,
12017,39940,
12017,39958,
12017,40030,
12017,40245,
1850,1851,
1850,1852,
1850,1986,
1850,3782,
1850,3837,
1850,4681,
1850,6381,
1850,9939,
1850,10601,
1850,10609,
1850,15011,
1850,15832,
1850,16168,
1850,16733,
1850,18160,
1850,18874,
1850,19318,
1850,19513,
1850,22464,
1850,22477,
1850,22927,
1850,23088,
1850,24777,
1850,29888,
1850,30029,
1850,31856,
1850,32514,
1850,36012,
1850,37319,
1850,39135,
1850,39176,
1850,39793,
1850,41156,
1850,41818,
1850,42188,
1850,42510,
1850,43836,
1850,43888,
1850,45698,
1850,46693,
1850,47734,
1850,49202,
1850,49674,
1850,50598,
1850,51464,
1850,52602,
1850,54194,
1850,57342,
1850,59295,
1850,59753,
1850,61582,
1850,64343,
1850,65974,
1850,66281,
1850,40843,
1850,40851,
1850,40855,
12017,40247,
